x,y,curvature
346424.282058,4070206.32816,0.0023019988309472736
346424.572617,4070206.604719,0.0020731962054701927
346424.863175,4070206.881277,0.0018440273019290645
346425.153733,4070207.157836,0.0016147188436357411
346425.444291,4070207.434395,0.001385045601687691
346425.73485,4070207.710953,0.0011548810980596517
346426.025408,4070207.987512,0.0
346426.315966,4070208.264071,0.0
346426.606524,4070208.540629,0.0
346426.897083,4070208.817188,0.0
346427.187641,4070209.093746,0.0
346427.478199,4070209.370305,0.0
346427.768757,4070209.646864,0.0
346428.059315,4070209.923422,0.0
346428.349874,4070210.199981,0.0
346428.640432,4070210.47654,0.0
346428.93099,4070210.753098,0.0
346429.221548,4070211.029657,0.0
346429.512107,4070211.306215,0.0
346429.802665,4070211.582774,0.0
346430.093223,4070211.859333,0.0
346430.383781,4070212.135891,0.0
346430.67434,4070212.41245,0.0
346430.964898,4070212.689009,0.0
346431.255456,4070212.965567,0.0
346431.546014,4070213.242126,0.0
346431.836573,4070213.518685,0.0
346432.127131,4070213.795243,0.0
346432.417689,4070214.071802,0.0
346432.708247,4070214.34836,0.0
346432.998805,4070214.624919,0.0
346433.289364,4070214.901478,0.0
346433.579922,4070215.178036,0.0
346433.87048,4070215.454595,0.0
346434.161038,4070215.731154,0.0
346434.451597,4070216.007712,0.0
346434.742155,4070216.284271,0.0
346435.032713,4070216.560829,0.0
346435.323271,4070216.837388,0.0
346435.61383,4070217.113947,0.0
346435.904388,4070217.390505,0.0
346436.194946,4070217.667064,0.0
346436.485504,4070217.943623,0.0
346436.776062,4070218.220181,0.0
346437.066621,4070218.49674,0.0
346437.357179,4070218.773298,0.0
346437.647737,4070219.049857,0.0
346437.938295,4070219.326416,0.0
346438.228854,4070219.602974,0.0
346438.519412,4070219.879533,0.0
346438.80997,4070220.156092,0.0
346439.100528,4070220.43265,0.0
